"\.","Outfix","dyad","If x>:0 in x u\. y , then u applies to outfixes of y obtained by suppressing successive infixes of length x . If x<0 , the outfixes result from suppressing non-overlapping infixes, the last of which may be a shard.x m\.y applies successive verbs from the gerund m to the outfixes of y, extending m cyclically as required."
"\:","Grade Down","monad","\: grades any argument, yielding a permutation vector; (\:y){y sorts y in descending order.  For example:   ]g=:\:y=:3 1 4 2 1 3 32 0 5 6 3 1 4       g{y4 3 3 3 2 1 1"
"\:","Sort Down","dyad","x\:y is (\:y){x ; i.e., x is sorted to an order specified by y . In particular, y\:y (or \:~y) sorts y .For example:   \:~ 'abecedarian'rnieedcbaaa      \:~""1 'dozen',:'disk'zonedskid"
"[","Same","monad","The monads [ and ] are each identity functions; each yields its argument."
"[","Left, Right","dyad","x [ y (left bracket) yields the left argument x , and x ] y (right bracket) yields the right argument y ."
"[:","Cap","monad","[: caps a left branch of a fork as described in Section II F.  For example, the verb p=: [: +/ + * - applies the monad +/ to the result of the fork + * - .[: signals error on any argument."
"[:","Cap","dyad",
"]","Same","monad","The monads [ and ] are each identity functions; each yields its argument."
"]","Left, Right","dyad","x [ y (left bracket) yields the left argument x , and x ] y (right bracket) yields the right argument y ."
"{","Catalogue","monad","{y forms a catalogue from the atoms of its argument, its shape being the chain of the shapes of the opened items of y . The common shape of the boxed results is $y . For example:   { 'ht';'ao';'gtw'+---+---+---+|hag|hat|haw|+---+---+---+|hog|hot|how|+---+---+---++---+---+---+|tag|tat|taw|+---+---+---+|tog|tot|tow|+---+---+---+The Cartesian product is readily defined in terms of { , thus:   CP=: {@(,<)   0 1 CP 2 3 4+---+---+---+|0 2|0 3|0 4|+---+---+---+|1 2|1 3|1 4|+---+---+---+"
"{","From","dyad","If x is an integer in the range from -n=: #y to n-1 , then x{y selects item n|x from y . Thus:   2 0 _1 _3 { 'abcdefg'cage   t=:3 4$'abcdefghijkl'   1{tefghMore generally, >x may be a list whose successive elements are (possibly) boxed arrays that specify selection along successive axes of y .Finally, if any r=:>j{>x used in the selection is itself boxed, selection is made by the indices along that axis that do not occur in >r .Note that the result in the very last dyadic example, that is, (<<<_1){m , is all except the last item."
"{.","Head","monad","{.y selects the leading item of y , or anitem of fills if y has no items; that is, {.y &harr; 0{1{.y . Thus:   a=: i. 3 2 3   a;({.a);({.""2 a);({.""1 a)+--------+-----+--------+-----+| 0  1  2|0 1 2| 0  1  2| 0  3|| 3  4  5|3 4 5| 6  7  8| 6  9||        |     |12 13 14|12 15|| 6  7  8|     |        |     || 9 10 11|     |        |     ||        |     |        |     ||12 13 14|     |        |     ||15 16 17|     |        |     |+--------+-----+--------+-----+   ]b=: ;/a+-----+-------+--------+|0 1 2|6  7  8|12 13 14||3 4 5|9 10 11|15 16 17|+-----+-------+--------+       {.> b 0  1  2 6  7  812 13 14   {. i.0 30 0 0"
"{.","Take","dyad","If x is an atom, x{.y takes from y an interval of |x items; beginning at the front if x is positive, ending at the tail if it is negative.In an overtake (in which the number to be taken exceeds the number of items), extra items consist of fills; zeros if y is numeric, a: if it is boxed, spaces if literal, and s: ' ' if symbol.  The fill atom f is also specified by fit, as in {.!.f .In general, if y is not an atom, x may be a list of length not more than $$y , and if y is an atom, it is replaced by ((#x)$1)$y . Element k produces (k{x){.""(($$y)-k) y ; an infinite value is replaced by the length of thecorresponding axis."
"{:","Tail","monad","{:y selects the last item of y , or anitem of fills if y has no items; that is, {:y &harr; 0{_1{.y . The fill atom f is also specified by fit, as in {:!.f  ."
"{:","Tail","dyad",""
"{::","Map","monad","{::y has the same boxing as y and its elements are the paths to each leaf (each open array)."
"{::","Fetch","dyad","x{::y fetches a subarray of y according to path x ; the selection at each level is based on { and, except at the last level, must result in an atom."
"}","Item Amend","monad","If m is numeric and z=: m} y , then $z equals $m , which equals the shape of an item of y . The atom j{z is j{(j{m){y . For example:   y=: a.{~(a.i.'A')+i.4 5   m=: 3 1 0 2 1   y ; m ; m}y+-----+---------+-----+|ABCDE|3 1 0 2 1|PGCNJ||FGHIJ|         |     ||KLMNO|         |     ||PQRST|         |     |+-----+---------+-----+"
"}","Amend","dyad","If m is not a gerund, x m} y is formed by replacing by x those parts of y selected by m{  (an error is signalled if such selection requires fill).Thus:   y; '%*'(1 3;2 _1)} y+-----+-----+|ABCDE|ABCDE||FGHIJ|FGH%J||KLMNO|KLMN*||PQRST|PQRST|+-----+-----+$x must be a suffix of $m{y , and x has the same effect as ($m{y)$,x . Thus:   y; 'think' 1 2} y+-----+-----+|ABCDE|ABCDE||FGHIJ|think||KLMNO|think||PQRST|PQRST|+-----+-----+"
"}.","Behead","monad","}. drops the leading item of its argument."
"}.","Drop","dyad","x }. y drops (at most) |x items from y, dropping from the front if x is positive and from the tail if negative.In general, if y is not an atom, x may be a list of length at most r=:$$y, and the effect of element k is (k{x) }.""(r-k) y; if y is an atom, the result is (0=x)$y ."
"}:","Curtail","monad","}:y drops the last item of y, and is equivalent to _1 }. y . Thus:"
"""","Rank","monad","The verb m""n produces the constant result m for each cell to which it applies.  The rank used is 3 $.|. n .  For example, if n=:2, the three ranks are 2 2 2, and if n=: 2 3, they are 3 2 3 . A negative rank is complementary: m""(-r) y is equivalent to m""(0>.(#$y)-r)""_ y ."
""".","Do","monad",""".y executes the sentence y . If the execution results in a noun, the result of "".y is that noun; if the execution result is a verb, adverb, or conjunction, or if there is no execution result, the result of "".y is an empty vector."
""".","Numbers","dyad","x"".y converts character array y into numbers.  The shape of the result is (}:$y),(1=n)}.n where n is the maximum number of numbers in any row. x is a scalar number used to replace illegal numbers and to pad narrow rows.  In the conversion, the normal rules for numeric constants are relaxed as follows:the negative sign can be - or _commas within numbers are ignoredfractions need not have a digit 0 before the decimal pointa number may be preceded by a + sign; the exponent of a number in exponential format may be preceded by a + sign"
""":","Default Format","monad","Default output is identical to this monadic case, providing a minimum of one space between columns.  For example:   ]text=: "": i. 2 50 1 2 3 45 6 7 8 9   $ text2 9   3 + text|domain error|   3  +text   '*#' ,. text*0 1 2 3 4#5 6 7 8 9   "": 'abcd'abcd   $ "": ''0"
""":","Format","dyad","x"":y produces a literal representation of y in a format specified by x . Each element of x is a complex number w j. d , controlling the representation of the corresponding column of y as follows:|w specifies the width allocated; if this space is inadequate, the entire space is filled with asterisks.  If w is zero, enough space is allocated.|d specifies the number of digits following the decimal point (itself included only if d is not zero).Any negative sign is placed just before the leading digit.  If w>:0 and d>:0, the result is right-justified in the space.  Otherwise (if w<0 or d<0),  the result is put in exponential form (with one digit before the decimal point) and is left-justified and aligned on the decimal point. Only the real part of complex y is formatted.See below for boxed y ."
"`","Tie","monad","In English, a gerund is a noun that carries the force of a verb, as does the noun cooking in the art of cooking.  The tie applies to two verbs to produce a gerund.  Gerunds are commonly used with Insert (/) and with Agenda (@.):"
"`:","Evoke Gerund","monad","This conjunction is defined for three cases:m : 0 "
"`:","Evoke Gerund","dyad",
"@","Atop","monad","u@v y &harr; u v y . For example, +:@- 7 is _14 (double the negation).  Moreover, the monadic uses of u@v and uv are equivalent."
"@","Atop","dyad","x u@v y &harr; u x v y .   For example, 3 +:@- 7 is _8 (double the difference)."
"@.","Agenda","monad","m@.n is a verb defined by the gerund m with an agenda specified by n ; that is, the verb represented by the train selected from m by the indices n . If n is boxed, the train is parenthesized accordingly.  The case m@.v uses the result of the verb v to perform the selection."
"@.","Agenda","dyad",
"@:","At","monad","@: is equivalent to @ except that  ranks are infinite. "
"@:","At","dyad",
"&","Bond","monad","mv y is defined as mvy ; that is, the left argument m is bonded with the dyad v to produce a monadic function. Similarly, un y is defined as yun ; in other words, as the dyad u provided with the right argument n to produce a monadic function."
